,Place,Event,Time,Date,Subject
7768,"['October', 'political circumstances']",['Panda'],[],"['October 1872', '1856']",['Panda']
7769,"['Pamplona', 'Pamplona', 'the night', 'the Val de Araquil']","['The whole force', 'he']",['the night of the 29th of October 1833'],['next day'],[]
7770,['the 24th'],['He'],[],['the 24th of October 1860'],[]
7771,['the chamber'],[],[],['October 1877'],[]
7772,['the two armies'],"['the English', 'which']",['The night of the 24th'],['October'],[]
7773,['October'],[],[],['October 1879'],[]
7774,['the 22nd'],[],[],['the 22nd of October 1885'],[]
7775,['the 9th'],[],[],['the 9th of October'],['St Denis']
7776,"['Bremen', 'the 1st', 'the whole']",[],[],['the 1st of October 1888'],[]
7777,"['a view', 'Bari', 'October', 'which']",['the exiled Anselm'],[],['October 1098'],['Bari']
7778,"['Henry III', 'grant']",[],[],"['the 31st of October', 'two following days']",[]
7779,"['Leeds', 'Kent', 'the side', 'October', ""her husband's castle""]","[""The king's conduct"", 'he', 'his wife']",[],['October 1321'],"['Edward', 'Margaret de Clare', 'Queen Isabella']"
7780,"['B.C.', 'Egypt', 'the march', 'the 10th']","['668 B.C.) Egypt', 'Esar-haddon']",[],"['Two years later', 'October']",['Marchesvan']
7781,"['him', 'his absence']","['Cyrus', 'Gobryas']",[],['October'],['Marchesvan']
7782,"['Nebuchadrezzar III', 'B.C.', 'fact', 'a conqueror', 'October 521 B.C.', 'storm']","['Darius', 'it', 'who', 'the Persians']",[],[],['Babylon']
7783,"['Florence', 'terms', 'Florence', 'which']","[""a six months' siege Pisa"", 'others', 'it']",[],"[""six months'"", '9th October 1406']",[]
7784,"['Medici', 'the 6th', 'Florence', 'the next three centuries', 'that']",['Cosimo'],[],"['the 6th of October 1434', 'the next three centuries']",['Cosimo']
7785,"['terms', 'October']",['the siege'],[],['October'],[]
7786,"['London', 'Westminster Abbey', 'London', 'the 12th', 'Westminster Abbey']",['He'],[],['the 12th of October 1859'],[]
7787,"['Cornwall', 'September 1553 member', 'October', 'the House']","['a committee', 'he']",[],"['September 1553', 'October 1553']","['Looe', ""Queen Mary's"", 'Westminster']"
7788,"['Rome', 'Diocletian', 'the 28th']","['A variety', 'the public discontent', 'who']",[],['the 28th of October 306'],"['Flavius Valerius Severus', 'Maxentius']"
7789,"['Greenwich', 'a treaty', 'Greenwich', 'the New Haven Colony', 'October']","['which', 'the Dutch', 'the inhabitants']",[],"['1650', 'October 1656']",[]
7790,"['the end', 'the cool season']",['The collection'],[],"['the end of October', 'the cool season', 'the middle of February']",[]
7791,"['Paris', 'France', 'Germany', 'Austria', 'Hungary', 'Brussels', 'Russia', 'Paris', 'October', 'Paris', 'February', 'the 16th', 'the exception']","['European Sugar Bounty Conference', 'the Belgian government']",[],"['October 1900', 'February 1901', '1898', 'the 16th of December', '1862']",[]
7792,"['Bastille', 'Paris', 'France', 'the 17th', 'several speeches', 'the royalists', 'finance']",['who'],[],"['the 17th of June 1789', 'October 1789']",[]
7793,"['Paris', 'several Paris sections', 'disloyalty', 'the republic']","['This report', 'the proposal', 'he', 'the eulogies', 'he']",[],"['August 27, 1795', 'October 1 5']",[]
7794,"['his lodgings', 'the 24th', 'the walk', 'the chapel']",['Prynne'],[],['the 24th of October 1669'],['Prynne']
7795,"['Germany', 'October', 'a mission', 'the agreements', 'Versailles', 'November']",['the union'],[],"['October 1870', 'November']",[]
7796,"['Belgium', 'Paris', 'Danton', 'Paris', 'Paris', 'popular movements', 'the 10th', 'the proposal', 'Paris', 'a decree']","['The news', 'the Convention', 'which']",[],"['the 9th and 10th of March 1793', 'the 10th of March', 'the 29th of October 1793']",[]
7797,"['Halle', 'Halle', 'the 23rd']",['He'],[],['the 23rd of October 1842'],[]
7798,"['October', 'royal decree guardian']",[],[],['October 1405'],['John']
7799,['the 10th'],['He'],[],['the 10th of October 1747'],[]
7800,"['the land', 'one season', 'March', 'the spring tides', 'these months']",['The amount'],[],"['one season', 'between March and October', 'these months']",[]
7801,"['Leiden', 'succession', 'a theological professorship']",['he'],[],"['1603', 'the 19th of October 1609']",['Franz Junius']
7802,"['San Giorgio', 'Cremano', 'Naples', 'the new government', 'his villa', 'the 9th']","['he', 'he']",[],['the 9th of October 1867'],[]
7803,[],[],[],['November third'],['Jule']
7804,['the eighteenth'],"['the army', 'a brief interchange']",[],"['the eighteenth and nineteenth', 'November', ""two days'""]",[]
7805,[],['She'],[],['November full moon'],['Elisabeth']
7806,"['locality', 'the beginding']",['The vintage'],[],"['September', 'the beginning of November']",[]
7807,"['irrigated soil', 'November']",['the fruit'],[],['between November and August'],[]
7808,['a November turkey'],"['Fred', 'you']",[],['November'],['Fred']
7809,"['the judicial divisions', 'November', 'a law']","['The mandamenti or administrative divisions', 'which', 'judicial reform']",[],"['November 1891', '1806 to 1535']",['mandamenti giudiziarii']
7810,"['Italy', 'November']",[],[],"['November', 'March', 'the winter months']",[]
7811,"['Ancona', 'the 4th']","['Melas', 'a little later the French garrisons']",[],['November'],"['Coni', 'Coni']"
7812,['November'],['the court'],[],"['November 1908', 'March 1909']",[]
7813,['school'],[],[],['November'],[]
7814,[],[],[],"['October', 'November']",['Jonathan']
7815,['the range'],['it'],[],"['three winter months', 'the day', 'May', 'November']",[]
7816,"['Austria', 'Vienna', 'Pressburg', 'Austria', 'want', 'the 7th', 'Ladislaus']","['The Roman king', 'who']",[],"['1485', 'the 7th of November']",['Bohemia']
7817,"['Prague', 'Hungary', 'the army', 'Hungary', 'Karl Bonaventura de Longueval']",[],[],"['November 8, 1620', 'winter', 'next year', '1571-1621']","['Weisser Berg', 'Bohemia', 'Karl Bonaventura de Longueval', 'Graf von Buquoy']"
7818,['November'],"['Ivan', 'he', 'which']",[],['November 1580'],['Ivan']
7819,"['Constantinople', 'conflict', 'a Turkish army']","['The Albanian leaders', 'which', 'their forces']",[],['November 1880'],"['Dervish Pasha', 'Dulcigno']"
7820,['the 5th'],[],[],"['the 5th of April, 18th of July, 17th of November and 27th of November']",[]
7821,"['the 30th', 'which']",['several Gregorian priests'],[],['the 30th of November 1895'],[]
7822,['the 4th'],['He'],[],['the 4th of November 1771'],[]
7823,"['Colonel Bartolome Mitre', 'Cepeda', 'the confederate forces']",['Buenos Aires'],[],"['November 11, 1859']","['Bartolome Mitre', 'Urquiza']"
7824,"['a given moment', 'all the young men', 'the years']","['The active army', 'who']",[],"['November 1, 1908', 'twenty in the years 1906 and 1907']",[]
7825,"['November', 'the classes']",[],[],"['November I, 1908', '1906', '1907', '1889-1894', '1883-1888']",[]
7826,"['its Russian officers', 'a brilliant victory', 'Servian territory']","['He', 'the Bulgarian army', 'he']",[],"['November 19', 'November 27']","['Slivnitza', 'Pirot']"
7827,"['July', 'November', 'the mountains', 'the upper zone']",['the clouds'],[],['July to November'],[]
7828,"['official life', 'November', 'Spandau', 'the 26th']","['Incipient brain-disease', 'he']",[],"['November 1863', 'the 26th of August 1865']",['Spandau']
7829,['princess'],"['He', 'he']",[],['November 162 9'],['Catherine']
7830,"['a visit', 'the 24th', 'honour', 'whose directions']","['Tasman', 'he', 'he']",[],['the 24th of November'],"[""Van Diemen's""]"
7831,"['Australia', 'Victoria', 'a charge', 'November', 'the federal assembly']","['The allegations', 'con', 'the Chinese']",[],['November 1908'],[]
7832,['November'],['The Great Strike'],[],['November 1890'],[]
7833,['the 8th'],['He'],[],['the 8th of November 1858'],[]
7834,['Alva November'],['The Spaniards'],[],['November'],['Alva']
7835,"['the Spanish Fury', 'Antwerp', 'many delays', 'the 4th', 'the council']",['he'],[],['the 4th of November'],['Luxemburg']
7836,"['the Russian campaign', 'the defence']","['he', 'he']",[],"['1812', 'January - November 1813']",[]
7837,"['Warsaw', 'the steam-engine', 'November']","['the Polish War of Independence', 'the Polish War']",[],['November 1830'],[]
7838,"['the east coast', 'north-east monsoon', 'the China Sea', 'the east coast', 'the force', 'November', 'the most part', 'casuarina trees', 'miles', 'interruption']",['which'],[],"['annually', 'November to February']",['rocky headlands thickly']
7839,"['the Fleet', 'time', 'the parliament']","['He', 'he']",[],"['August 1547', 'November 1547']",[]
7840,[],[],[],['November 1548-March 1549'],[]
7841,"['Leiden', 'Leiden', 'November']",['He'],[],['November 1669'],[]
7842,[],['he'],[],"['the 9th of November 1640', 'a few days']",['John Lilburne']
7843,"['Essex', 'the 6th', 'the command']",['he'],[],['the 6th of November'],[]
7844,"['the 25th', 'unwillingness', 'a full victory', 'battle', 'him']","['Cromwell', 'Manchester', 'he', 'lief']",[],['the 25th of November'],"['Cromwell', 'Manchester', 'Scots']"
7845,"['the Isle of Wight', 'his flight', 'the Scots']",[],[],['November'],"['Charles', 'Scots']"
7846,"['the suppression', 'the return']",[],[],['November 1647'],['Charles']
7847,"['its opposition', 'the grand author']","['Cromwell', 'which', 'other means']",[],['November 1648'],[]
7848,"['November', 'leniency', 'confinement']",['He'],[],['November 1657'],[]
7849,"['Catalonia', 'France', 'the king', 'support', 'the 8th']",['He'],[],['the 8th of November 1286'],[]
7850,"['the 12th', 'the nth', 'a penknife', 'the 19th', 'the wound']","['he', 'he']",[],"['the 12th of November', 'the 19th of November 17 9 8']",[]
7851,['March'],[],[],"['two wet seasons', 'March', 'June', 'September to November']",[]
7852,"['the 5th', 'the French']",['it'],[],['the 5th of November 1823'],[]
7853,"['March', 'May', 'November']",['Glasgow'],[],"['March 1901', 'May 1901', 'March 1903', 'October 1903', 'November 1903', 'October 1904']","['Brighton', 'Hull']"
7854,"['the Monte Terminillo', 'Leonessa', 'the Monte Velino', 'ft', '.', 'snow', 'November']",['the Monte Velino'],[],"['November', 'May']",[]
7855,"['November', 'months', 'any intercourse', 'their neighbours', 'snow', 'the different houses', 'the sake']","['all the upland valleys', 'heavy storms']",[],"['November', 'May', 'months']",[]
7856,[],"['The first general election', 'the very size']",[],['November 1876'],[]
7857,"['Pavia', 'existing laws']",[],[],"['15th October I 2878', '3rd November']",[]
7858,"['24th November', 'the help']",['12th July Cairoli'],[],"['12th July', '24th November']","['Cairoli', 'Depretis']"
7859,"['France', 'Paris', 'Paris', 'the 3rd']",['nascent irritation'],[],['the 3rd of November'],[]
7860,"['Irredentism', 'Kllay', 'the Hungarian delegations']",['Doubts'],[],['the 8th of November'],"['Kllay', 'Andrssy']"
7861,"['San Marzano', 'November', 'nearly 20,000 men']",['a strong expedition'],[],['November 1887'],[]
7862,"['the 23rd', 'the Chamber', 'intense excitement']",[],[],['the 23rd of November'],[]
7863,"['the 24th', 'general execration']","['The report', 'it']",[],['the 24th of November'],[]
7864,"['parliament', 'November', 'the following spring', 'the Socialists']",[],[],['November 1898'],[]
7865,"['October', 'the September strikes', 'the general elections']",[],[],"['October 1904', 'September', 'November']",[]
7866,"['November', 'minister', 'the fact']","['Signor Gianturco', 'Signor Pietro Bertolini', 'the acceptance', 'Signor Bertolini']",[],['November'],"['Signor Gianturco', 'Signor Pietro Bertolini', 'Signor Sonnino', 'Signor Bertolini', 'Sonnino']"
7867,"['November', 'Innsbruck', 'provocation', 'self-defence', 'both sides']",['The worst tumults'],[],['November 1904'],[]
7868,"['London', 'November', ""the prince's interest"", 'London', 'the 26th']",['he'],[],"['November', 'the 26th of December']",['William']
7869,['November'],[],[],['November'],[]
7870,"['Leeds', 'Yorkshire', 'November', 'the post office', 'Leeds']","['he', 'he']",[],['November of this year'],['Leeds']
7871,"['November', 'Lady Jane Grey', 'treason']",[],[],['November'],['Lady Jane Grey']
7872,"['November', 'Bury St Edmunds']","['he', 'they']",[],['November'],[]
7873,"['a charter', 'the church']",['he'],[],['the 21st of November 1214'],[]
7874,"['the 12th', 't', 'the name']",['William Marshal'],[],['the 12th of November 12'],"['William Marshal', 'earl', 'Henry III']"
7875,[],['The date'],[],['6th of November 1217'],[]
7876,['the 1st'],[],[],['the 1st of November'],[]
7877,"['Spain', 'August', 'Spain', 'two years', 'November', 'the court', 'whom']","['he', 'he', 'he']",[],"['August', 'two years', 'November']",['Navarre']
7878,"['the age', 'his writings', 'philosophy', 'the chair', 'November']",['he'],[],"['the age of sixty', 'November 1846']",[]
7879,"['Netherlands', 'Spain', 'the long struggle', 'the 8th', 'the Pacification', 'Spanish tyranny']","['Ghent', 'which']",[],['the 8th of November 1576'],['Ghent']
7880,"['the Malay Archipelago', 'China', 'Malabar', 'Bagdad', 'Damascus', 'Fez', 'the Malay Archipelago', 'China', 'his return', 'Malabar', 'Bagdad', 'November']","['Ibn Batuta', 'he']",[],['November 1349'],['Ibn Batuta']
7881,"['Bougainville', 'Nantes', 'the French expedition', 'Nantes', 'November']",['which'],[],['November 1766'],"['Wallis', 'Carteret']"
7882,"['America', 'November', 'the Hudson Bay Company', 'the north side']",[],[],['November 1769'],['Samuel Hearne']
7883,"['Bering Island', 'November', 'Bering Island', 'scurvy', 'the 8th']",['the gallant Dane'],[],"['November', 'the 8th of December 1741']",['Dane']
7884,"['Seville', 'Seville', 'the 29th']",['he'],[],['the 29th of November 1484'],[]
7885,"['Crichton', 'retaliation', 'Crichton', 'November']","['Arran', 'Bothwell']",[],['November'],"['Arran', 'Bothwell', 'Arran']"
7886,"['Dunbar', 'November', 'Dunbar', 'December', 'which']","['she', 'some others']",[],"['November', 'December']","['Darnley', 'Bothwell']"
7887,"['East Winch', 'his chapel', 'November', 'which', 'a commissioner']",['Henry Scrope'],[],"['November 27, 1308']",['Henry Scrope']
7888,"['which', 'November', 'an enclosed space']","['The tree', 'the first explorers']",[],['November 1824'],[]
7889,"['B.D.', 'June', 'April']","['he', 'he']",[],"['June 1828', 'April and November of the same year']",[]
7890,"['the 30th', 'General Hood']",['he'],[],['the 30th of November'],['Hood']
7891,['his services'],[],[],"['November 1864', 'March 1865']",[]
7892,"['November', 'the critical moment']",['He'],[],['November 1887'],['Grevy']
7893,"['November', 'its fall', 'the result', 'the persistent refusal']",['he'],[],['November 1895'],[]
7894,[],['rocks'],[],['November'],[]
7895,['the 2nd'],[],[],['the 2nd of November 1389'],[]
7896,['his successor'],['The Colorados'],[],['November 1910'],['Battle']
7897,"['Paris', 'the church', 'the 17th']",[],[],['the 17th of November'],[]
7898,"['enthusiasm', 'the inhabitants', 'apoplexy', 'the 8th', 'the same year']",[],[],"['the 8th of November', 'the same year']",[]
7899,"['Russia', 'the law', 'the supreme administration', 'a ministerresident']",[],[],"['the 18th of October', 'November i) 1905']",[]
7900,"['Russia', 'the statute']",[],[],['the 10th of November 1864'],['Sudebni Ustav']
7901,"['Russia', 'the Caucasus', 'the middle']",[],[],"['the beginning of October', 'the middle of November']",['Caucasus']
7902,"['Urals', 'Russia', 'the freezing-point']","['The temperature', 'the thermometer']",[],"['a month later', 'about October', 'November the 15th']",[]
7903,"['the White Sea', 'Black Sea', 'an average']","['The rivers', 'those', 'Black Sea and Caspian basins']",[],"['November 10th', '167 days', 'about December the 10th']",[]
7904,"['Turkey', 'November', 'a decisive struggle', 'the age', 'her son', 'her long reign', 'a state']","['Catherine', 'she']",[],['November 1796'],"['Catherine', 'Paul']"
7905,"['Russia', 'Egypt', 'Syria', 'Asia Minor', 'Constantinople', 'Mehemet Ali', 'November', 'his sovereign']",['who'],[],['November 1831'],['Mehemet Ali']
7906,[],[],[],['the 14th of November 1907'],[]
7907,"['the "" grant']",[],[],['November'],[]
7908,['the same law'],['An imperial ukaz'],[],"['the 14th of September', 'the 14th of November']",[]
7909,['the 15th'],['which'],[],['the 15th of November Duma'],[]
7910,['November'],['Henry'],[],['November 1411'],['Henry']
7911,"['Philadelphia', 'Philadelphia', 'November', ""Stephenson's Planet"", 'the firebox end', 'the smoke-box']",['Baldwin'],[],['November 1832'],['Baldwin']
7912,"['Paris', 'Italy', 'Paris', 'November 15th', 'Italy', 'Ignatius plans']","['They', 'they']",[],"['two years', 'November 15th, 1536']",[]
7913,"['Kagoshima', 'Japan', 'the 15th', 'Japan', 'the 10th']",['They'],[],"['the 15th of', 'August 1 549', 'the 10th of November 1551']",[]
7914,"['his passage', 'fever', 'December 2nd', 'some authorities']",['He'],[],"['December 2nd', 'November 27th, 1552']",[]
7915,"['Prussia', 'November', 'Schleswig', 'Prussia']",['it'],[],['November 1864'],['Schleswig']
7916,[],[],[],"['April', 'November']",[]
7917,[],[],[],"['November', 'only dry month']",[]
7918,"['Peru', 'November', 'March']",[],[],"['November 1846', 'March']",[]
7919,['favour'],[],[],['November 1855'],[]
7920,[],[],[],['the 14th of November 1532'],[]
7921,"['his return', 'November', 'the least enjoyment', 'the least satisfaction']","['The five years', 'which', 'he']",[],"['The five years and a half', 'June 1765', 'November 1770']",[]
7922,"['London', 'London', 'November', 'a symptom', 'his customary cheerfulness']","['he', 'which', 'the painful operations', 'which', 'they']",[],"['November', '1761', 'Christmas']",[]
7923,"['the Humboldt Valley', 'large numbers', 'the lower part', 'the summer', 'October', 'certain ranches']",['they'],[],"['the summer of 1906', 'October', 'November 1907']",[]
7924,"['Mormon Station', 'the 12th']",[],[],['the 12th of November 1851'],['Genoa']
7925,"['Newport Pagnell', 'Buckinghamshire', 'Great Britain', 'November', ""his father's death"", 'the Irish peerage', 'the 20th April', 'the peerage']",['he'],[],"['November 1660', 'the 20th April 1661']","['Viscount Valentia', 'Mountnorris', 'Annesley', 'Anglesey']"
7926,"['Cambridge', 'Cambridge', 'the 5th']",['He'],[],['the 5th of November 1879'],[]
7927,"['the 6th', 'that year', 'the Paris Academie de Medecine']","['he', 'he']",[],['the 6th of November in that year'],[]
7928,"['this combination', 'the 6th']",['Owen Roe'],[],['the 6th of November 1649'],['Owen Roe']
7929,"['the 13th', 'the age', 'the end']",['He'],[],['the 13th of November 1640'],[]
7930,"['Bavaria', 'an attempt', 'concert', 'Torstensson', 'the 17th']",['he'],[],['the 17th of November 1643'],['Rottweil']
7931,"['the Moslems', 'the British garrison', 'the powers']","['An attack', 'the last Turkish soldiers']",[],['the 14th of November 1898'],[]
7932,"['Henderson', 'Glasgow', 'Glasgow', 'the 21st']",['which'],[],['the 21st of November 1638'],[]
7933,"['Orange', 'the rank', 'the loss', 'the bishopric']",['This pope'],[],"['only ten months', 'June 6, 1411', 'November 3, 1412']","['John XXIII.', ""Pierre d'Ailly"", 'Limoges']"
7934,"['Wales', 'Denmark', 'loth', 'the crown', 'the following November']","['The sister', 'his father']",[],"['a few months before', 'November']","['Alexandra', 'King Edward VII.']"
7935,"['the polls', 'November', 'the disfranchising clauses']",[],[],['November 1869'],[]
7936,"['the 4th', 'which', 'a senator', 'the governorship', 'Whitfield', 'the senate']",['the term'],[],['the 4th of November'],['Whitfield']
7937,"['the Piedmont Plateau', 'the Mountain Region', 'April', 'ranges']","['Farmers', 'the opening', 'the cotton plantations']",[],"['April to November', '1850', '1890', '1900', '1910']",[]
7938,"[""North Carolina's"", 'another provincial government', 'a constitutional convention', 'Halifax', 'the 12th']","['Their labours', 'which']",[],['the 12th of November'],[]
7939,"['Fayetteville', 'Fayetteville', 'November', 'the 13th', 'a vote']",['A second convention'],[],"['November 1789', 'the 13th']",[]
7940,['November'],[],[],"['The year', 'two seasons - wet', 'November to May']",[]
7941,"['Leipzig', 'Leipzig', 'the 6th']",['He'],[],"['the 6th of November, 1892']",[]
7942,"['all the hot months', 'June', 'November', 'adverse currents', 'the north meeting', 'those']",['They'],[],"['all the hot months', 'June to October', 'November']",[]
7943,"['Europe', 'the cultivation', 'November', 'April']",[],[],"['winter', 'November', 'April']",[]
7944,"['the 16th', 'the police', 'silence']",['who'],[],['the 16th of November 1816'],[]
7945,"['the day', 'his new attendant', 'the 8th']","['his room', 'who']",[],"['the day', 'the 8th of November']","['Josephine de Beauharnais', 'Jean Jacques Christophe Laurent', 'Gomin']"
7946,"['the White Ship', 'the White Ship', 'November']",[],[],['November 1120'],['Richard']
7947,"['Huntingdon', 'November', 'his nephew', 'the English crown', 'women']",['John'],[],"['November 1232', '1246', 'nine years']","['Chester', 'John', 'Scot', 'John']"
7948,"['England', 'Mirabeau', 'a decree', 'England']","['no member', 'this decree', 'which']",[],[],[]
7949,"['Boston', 'Kansas', 'Kansas', 'Nebraska', 'Wendell Phillips', 'participation', 'the effort', 'the passage', 'November', 'the preceding August', 'former slaves']",['the Civil War'],[],"['1850', '1854', 'November 1862 to October 1864', 'August']","['Theodore Parker', 'Anthony Burns']"
7950,"['South Carolina', 'the United States', 'November']",['South Carolina'],[],['November 1832'],[]
7951,"['November', 'the 29th', 'the course']","['Alexander M`Leod', 'who']",[],"['November 1840', 'the 29th of December 1837']","['Caroline', 'Amos Durfee']"
7952,"['London', 'Leicester', 'London', 'his way', 'November', 'the following day']",[],[],"['November 30', 'the following day']",[]
7953,"['the 10th', 'the magnificent victory']",['he'],[],['the 10th of November 1759'],['Hawke']
7954,"['Gibraltar', 'the change', 'the Channel', 'the autumn']",['he'],[],"['March 1782', 'the autumn of that year', 'September, October and', 'November']",[]
7955,['his birthplace'],['He'],[],['the 14th of November 1829'],[]
7956,"['Westminster Abbey', 'November', 'Westminster Abbey', 'the Restoration']",['He'],[],['November 1655'],[]
7957,"['United States', 'November', 'United States gunboats']",['the Civil War'],[],['November 1862'],[]
7958,[],[],[],['the 14th of November 1888'],[]
7959,"['horses', 'November']",['Dumfries markets'],[],"['weekly', 'annually', 'weekly', 'the five months', 'November']",[]
7960,"['India', 'London', 'India', 'London', 'the 17th']",['He'],[],"['1823', '1826', 'the 17th of November 1835']",[]
7961,"['October', 'wheat', 'November']",['barley'],[],"['October', 'November and December', 'February']",[]
7962,"['Leipzig', 'Leipzig', 'the 18th']",['He'],[],['the 18th of November 1887'],[]
7963,"['Bonaparte', 'Brumaire', 'the senate', 'the 18th century']","['He', 'the de Buonapartes', 'which']",[],"['November 1 799', 'the 18th century']",['Genoa']
7964,"['the tiers etat', 'the National Assembly', 'the 30th', 'all the reforms']",['Thanks'],[],['the 30th of November 1789'],['Saliceti']
7965,"['Bonaparte', 'Neapolitan', 'their direction', 'the side', 'loss']",['Bonaparte'],[],['the 30th of November'],"[""O'Hara""]"
7966,"['France', 'France', 'November']","['The events', 'which']",[],"['August 1795', 'November 1799']",[]
7967,"['Arcola', 'the young general dreams', 'a great future']","['Revolution', 'The success', 'his narrow escape']",[],"['May', 'November']",['Lodi']
7968,"['Cisalpine Republic', 'north-east', 'Lake Como', 'the banks', 'the terms', 'November', 'its territory']",['Bonaparte'],[],['November 1797'],"['Adige', 'Valtelline']"
7969,"['November', 'Malta Poussielgue', 'business', 'reality', 'the design', 'that island']","['he', 'he', 'we']",[],['November 1797'],[]
7970,"['Mediterranean', 'Egypt', 'two serious mutinies']",['the British fleet'],[],['November 1796'],['Bonaparte']
7971,"['Paris', 'the plea']","['the Ancients', 'which']",[],['9th of November'],"['Councils', 'St Cloud', 'Jacobin']"
7972,['our survey'],"['we', 'which']",[],['November 1799 - May 1804'],[]
7973,['the decree'],[],[],['the 15th of November 1811'],[]
7974,"['England', 'England', 'them']",['he'],[],['21st of November 1806'],[]
7975,"['Paris', 'Brazil', 'Sicily', 'Sweden', 'Paris', 'Brazil', 'Sicily', 'Sweden']","['a reply', 'the French emperor', 'who', 'who', 'who']",[],['28th of November'],[]
7976,"['King Louis', 'Holland', 'the case', 'order']","['family quarrels', 'he']",[],['November - December 1809'],[]
7977,[],['He'],[],['November 1744'],[]
7978,"['November', 'a journalist']",['Desmoulins'],[],"['November 1789', 'weekly']",[]
7979,"['Guildhall', 'patriotic speeches', 'a nonparty meeting', 'Guildhall', 'November']",['Mr. Churchill'],[],"['Sept.', 'November']",['Churchill']
7980,['a strange debility'],"['The men', 'Cuchulinn']",[],['November to February'],"['Ulster', 'Cuchulinn']"
7981,"['Southampton', 'Plymouth', 'England', 'o.s.', 'Plymouth', 'Massachusetts', 'company', 'Southampton', 'the 5th', 'board', 'two trials', 'the 6th', 'the 22nd']",['a small party'],[],"['the 5th of August 1620', 'the 6th of September', 'November', 'the 11th of December', 'the 22nd of December']",['William Bradford']
7982,"['Georgia', 'Georgia', 'the Confederate States', 'the Georgia legislature', ""that state's secession convention""]","['he', 'Georgia', 'he']",[],"['November 1860', 'January 1861']",[]
7983,"['Italy', 'Italy', 'the 21st']","['he', 'he', 'which']",[],['the 21st of November 615'],['Bobbio']
7984,"['Lagena', 'the 19th']",['the little army'],[],['the 19th of November'],[]
7985,"['Poland', 'Pomerania', 'the autumn months', 'the tardy arrival']",[],[],"['the autumn months', 'November 1707']",['Charles']
7986,"['November', 'a troublesome guest']","['the Porte', 'the sultan']",[],['November 1712'],['Charles']
7987,"['Sweden', 'Sweden', 'Stralsund', 'the despairing appeals', 'Sweden', 'the 20th', 'a single squire', 'midnight', 'the 11th', 'Stralsund', 'him', 'German soil']","['he', 'that']",['midnight'],"['the 20th of September 1714', 'the 11th of November']","['Ulrica', 'Demotika', 'Wismar']"
7988,['meetings'],['The minute-book'],[],"['the 15th of November 1814', 'the 21st of February 1815']",['Prolusio']
7989,"['Nogentsur-Seine', 'the 1st']",['He'],[],['the 1st of November 1596'],[]
7990,"['Friday', 'the 24th']",['David Waterhouse'],[],"['1607', 'every week', 'Friday', 'Saturday', 'three days', 'the 24th of June', 'the 11th of November']",['David Waterhouse']
7991,['November'],[],[],"['November', 'two years']",[]
7992,"['Princeton', 'his farm', 'the 1 5th']",['He'],[],['November 1794'],['Tusculum']
7993,['the 1st'],['He'],[],['the 1st of November 1568'],[]
7994,"['municipal elections', 'January', 'the election', 'his recall', 'the state election', 'November', 'the second year', 'the summary removal', 'a city council', 'three years', 'the governor', ""the mayor's preparation"", 'which', 'the council']","['It', 'a majority']",[],"['January', 'four years', 'the end of two years', 'November', 'the second year', 'three years']",[]
7995,"['the 9th-1', 'oth']",['a terrible fire'],[],['the 9th-1 oth of November 1872'],[]
7996,"['Ontario', 'Canada', 'Kingston', 'Kingston', 'November', 'the uprising', 'Prescott', 'Kingston', 'Sir John Macdonald', 'Kingston', 'December']",['who'],[],"['November 1838', 'December']","['von Schultz', 'John Macdonald']"
7997,"['the university', 'Gratz', 'the 22nd']","['He', 'he']",[],"['1885', 'the 22nd of November 1906']",[]
7998,"['Scotland', 'the 11th', 'extent', 'remedies']","['all leases', 'the land']",[],"['1880', 'November 1881', 'Act 1880']",[]
7999,['the 17th'],['he'],[],['the 17th of November 1494'],[]
8000,"['Antioch', 'November']",['Raymund'],[],['November'],['S.E.']
8001,"['Edessa', 'November']","['Zengi', 'he']",[],"['Two years later', 'November 1146']","['Zengi', 'Nureddin']"
8002,"['November', 'Zara']",[],[],['November 1202'],"['Zara', 'Zara']"
8003,"['South Mimms', 'Barnet', 'Longdon', 'Worcestershire', 'November', 'the rectory', 'which']","['he', 'he']",[],"['1768', 'November 1769']",[]
8004,"['his sermon', 'the resurrection', 'Easter', 'November', 'him', 'the consistory court']",[],[],['November 1773'],['Gloucester']
8005,"['Port-Marly', 'the 7th']",['He'],[],['the 7th of November 1859'],[]
8006,"['the United States', 'November', 'the United States', 'public life']",['he'],[],['November 1827'],[]
8007,"['New York', 'November']",['he'],[],['November 1793'],['Hannah Nicholson']
8008,"['France', 'France', 'November']",['Becket'],[],['November 1164'],[]
8009,"['Pavia', '388 chapters', 'the Edictus Langobardorum', 'King Rothar', 'a diet', 'Pavia', 'the 22nd']",[],[],['the 22nd of November 643'],[]
8010,[],['The penal code'],[],['November 1821'],[]
8011,"['Philadelphia', 'president', 'a convention']",[],[],['November 1838'],"['William Henry Harrison', 'John Tyler']"
8012,['the 1st'],['He'],[],['the 1st of November 1908'],[]
8013,"['Indianapolis', 'Indianapolis', 'the 25th']",['He'],[],['the 25th of November 1885'],[]
8014,"['Hudson', 'Paramus', 'New Jersey', 'camp followers', 'the battle', 'November']",['the British army'],[],"['November 1776', 'the end of January 1777']",['Benjamin Lincoln']
8015,[],[],[],"['months', 'October', 'November and December', 'December, January,', 'February', 'March']",[]
