,Place,Event,Time,Date,Subject
7823,,,,"November 11, 1859",Urquiza
7824,,,,twenty in the years 1906 and 1907,
7825,,,,1883-1888,
7826,,,,November 27,Pirot
7827,,,,July to November,
7828,,,,the 26th of August 1865,Spandau
7829,,,,November 162 9,Catherine
7830,,,,the 24th of November,Van Diemen's
7831,Victoria,,,November 1908,
7832,,,,November 1890,
7833,,,,the 8th of November 1858,
7834,,,,November,Alva
7835,Antwerp,,,the 4th of November,Luxemburg
7836,,,,January - November 1813,
7837,Warsaw,the Polish War of Independence,,November 1830,
7838,the China Sea,,,November to February,rocky headlands thickly
7839,,,,November 1547,
7840,,,,November 1548-March 1549,
7841,Leiden,,,November 1669,
7842,,,,a few days,John Lilburne
7843,Essex,,,the 6th of November,
7844,,,,the 25th of November,Scots
7845,the Isle of Wight,,,November,Scots
7846,,,,November 1647,Charles
7847,,,,November 1648,
7848,,,,November 1657,
7849,France,,,the 8th of November 1286,
7850,,,,the 19th of November 17 9 8,
7851,,,,September to November,
7852,,,,the 5th of November 1823,
7853,,,,October 1904,Hull
7854,the Monte Velino,,,May,
7855,,,,months,
7856,,,,November 1876,
7857,Pavia,,,3rd November,
7858,,,,24th November,Depretis
7859,Paris,,,the 3rd of November,
7860,Irredentism,,,the 8th of November,Andrssy
7861,San Marzano,,,November 1887,
7862,,,,the 23rd of November,
7863,,,,the 24th of November,
7864,,,,November 1898,
7865,,,,November,
7866,,,,November,Sonnino
7867,,,,November 1904,
7868,London,,,the 26th of December,William
7869,,,,November,
7870,Yorkshire,,,November of this year,Leeds
7871,,,,November,Lady Jane Grey
7872,,,,November,
7873,,,,the 21st of November 1214,
7874,,,,the 12th of November 12,Henry III
7875,,,,6th of November 1217,
7876,,,,the 1st of November,
7877,Spain,,,November,Navarre
7878,,,,November 1846,
7879,Spain,,,the 8th of November 1576,Ghent
7880,Fez,,,November 1349,Ibn Batuta
7881,Nantes,,,November 1766,Carteret
7882,America,,,November 1769,Samuel Hearne
7883,Bering Island,,,the 8th of December 1741,Dane
7884,Seville,,,the 29th of November 1484,
7885,Crichton,,,November,Arran
7886,Dunbar,,,December,Bothwell
7887,East Winch,,,"November 27, 1308",Henry Scrope
7888,,,,November 1824,
7889,B.D.,,,April and November of the same year,
7890,,,,the 30th of November,Hood
7891,,,,March 1865,
7892,,,,November 1887,Grevy
7893,,,,November 1895,
7894,,,,November,
7895,,,,the 2nd of November 1389,
7896,,,,November 1910,Battle
7897,Paris,,,the 17th of November,
7898,,,,the same year,
7899,Russia,,,November i) 1905,
7900,Russia,,,the 10th of November 1864,Sudebni Ustav
7901,Russia,,,the middle of November,Caucasus
7902,Russia,,,November the 15th,
7903,Black Sea,,,about December the 10th,
7904,Turkey,,,November 1796,Paul
7905,Asia Minor,,,November 1831,Mehemet Ali
7906,,,,the 14th of November 1907,
7907,,,,November,
7908,,,,the 14th of November,
7909,,,,the 15th of November Duma,
7910,,,,November 1411,Henry
7911,Philadelphia,,,November 1832,Baldwin
7912,Italy,,,"November 15th, 1536",
7913,Japan,,,the 10th of November 1551,
7914,,,,"November 27th, 1552",
7915,Prussia,,,November 1864,Schleswig
7916,,,,November,
7917,,,,only dry month,
7918,Peru,,,March,
7919,,,,November 1855,
7920,,,,the 14th of November 1532,
7921,,,,November 1770,
7922,London,,,Christmas,
7923,the Humboldt Valley,,,November 1907,
7924,,,,the 12th of November 1851,Genoa
7925,Great Britain,,,the 20th April 1661,Anglesey
7926,Cambridge,,,the 5th of November 1879,
7927,,,,the 6th of November in that year,
7928,,,,the 6th of November 1649,Owen Roe
7929,,,,the 13th of November 1640,
7930,Bavaria,,,the 17th of November 1643,Rottweil
7931,,,,the 14th of November 1898,
7932,Glasgow,,,the 21st of November 1638,
7933,Orange,,,"November 3, 1412",Limoges
7934,Denmark,,,November,King Edward VII.
7935,,,,November 1869,
7936,,,,the 4th of November,Whitfield
7937,the Mountain Region,,,1910,
7938,North Carolina's,,,the 12th of November,
7939,Fayetteville,,,the 13th,
7940,,,,November to May,
7941,Leipzig,,,"the 6th of November, 1892",
7942,,,,November,
7943,Europe,,,April,
7944,,,,the 16th of November 1816,
7945,,,,the 8th of November,Gomin
7946,the White Ship,,,November 1120,Richard
7947,Huntingdon,,,nine years,John
7948,Mirabeau,,,,
7949,Nebraska,the Civil War,,August,Anthony Burns
7950,the United States,,,November 1832,
7951,,,,the 29th of December 1837,Amos Durfee
7952,Leicester,,,the following day,
7953,,,,the 10th of November 1759,Hawke
7954,Gibraltar,,,November,
7955,,,,the 14th of November 1829,
7956,Westminster Abbey,,,November 1655,
7957,United States,the Civil War,,November 1862,
7958,,,,the 14th of November 1888,
7959,,,,November,
7960,London,,,the 17th of November 1835,
7961,,,,February,
7962,Leipzig,,,the 18th of November 1887,
7963,Brumaire,,,the 18th century,Genoa
7964,,,,the 30th of November 1789,Saliceti
7965,Neapolitan,,,the 30th of November,O'Hara
7966,France,,,November 1799,
7967,Arcola,Revolution,,November,Lodi
7968,Lake Como,,,November 1797,Valtelline
7969,,,,November 1797,
7970,Egypt,,,November 1796,Bonaparte
7971,Paris,,,9th of November,Jacobin
7972,,,,November 1799 - May 1804,
7973,,,,the 15th of November 1811,
7974,England,,,21st of November 1806,
7975,Sweden,,,28th of November,
7976,Holland,,,November - December 1809,
7977,,,,November 1744,
7978,,,,weekly,
7979,Guildhall,,,November,Churchill
7980,,,,November to February,Cuchulinn
7981,Massachusetts,,,the 22nd of December,William Bradford
7982,the Confederate States,,,January 1861,
7983,Italy,,,the 21st of November 615,Bobbio
7984,Lagena,,,the 19th of November,
7985,Pomerania,,,November 1707,Charles
7986,,,,November 1712,Charles
7987,Stralsund,,midnight,the 11th of November,Wismar
7988,,,,the 21st of February 1815,Prolusio
7989,,,,the 1st of November 1596,
7990,,,,the 11th of November,David Waterhouse
7991,,,,two years,
7992,Princeton,,,November 1794,Tusculum
7993,,,,the 1st of November 1568,
7994,,,,three years,
7995,,,,the 9th-1 oth of November 1872,
7996,Kingston,,,December,John Macdonald
7997,,,,the 22nd of November 1906,
7998,Scotland,,,Act 1880,
7999,,,,the 17th of November 1494,
8000,Antioch,,,November,S.E.
8001,Edessa,,,November 1146,Nureddin
8002,,,,November 1202,Zara
8003,Worcestershire,,,November 1769,
8004,,,,November 1773,Gloucester
8005,,,,the 7th of November 1859,
8006,the United States,,,November 1827,
8007,New York,,,November 1793,Hannah Nicholson
8008,France,,,November 1164,
8009,Pavia,,,the 22nd of November 643,
8010,,,,November 1821,
8011,Philadelphia,,,November 1838,John Tyler
8012,,,,the 1st of November 1908,
8013,Indianapolis,,,the 25th of November 1885,
8014,New Jersey,,,the end of January 1777,Benjamin Lincoln
8015,,,,March,
8016,Tainan,,,1 9 05,Takau
8017,San Juan,,,November,
8018,San Juan Bautista,,,the 17th to the 22nd of November 1493,
8019,,,,November 1897,
8020,Spain,,,18th of October,Ricardo Ortega
8021,,,,the 5th of November 1909,
8022,,,,the 15th of November,Sherman
8023,,,,November 1605,
8024,Prague,,,the 7th of November,Frederick
8025,the Hague with Prince Maurice of Orange,,,the 8th of November 1620,Frederick
8026,,,,the 29th of November 1632,Gustavus Adolphus
8027,,,,annual,
8028,Paris,,,the 4th of November 1893,
8029,Seathwaite,,,"November, December and January and September",
8030,,,,November 1 534,
8031,Neva,,,the next latest December 26th,
8032,,,,the 28th of November 1780,
8033,,,,the 13th of November 1770,
8034,Rome,,,November 1 494,
8035,France,,,November,
8036,,,,November,Roye
8037,,,,1793,Jacobins
8038,England,,,November 1357,John
8039,,,,November 1361,Navarre
8040,Newmarket,,,November,
8041,Holy Scripture,,,20th June 1894,
8042,Vienna,,,November 1814,
8043,Paris,,,March 1818,
8044,South,,,November 1860,Abraham Lincoln
8045,Lincolnshire,,,November 1729,
8046,,,,November,
8047,Methodism,,,November 1729,
8048,London,,,November 1738,
8049,,,,only six months,Bede
8050,Padua,,,the 19th of November 1649,
8051,,,,the end of August summer,
8052,,,,November,
8053,Beaumarchais,,,November 1777,Lee
8054,Campania,,,the 26th of July,
8055,England,,,November 1898,
8056,Spain,,,the 3rd of November 1762,
8057,,,,November 1768,
8058,the United States,,,the 20th of December,
8059,Louisiana,,,the 30th of April 181 2,
8060,,,,November,
8061,Havana,,,the 5th of November 1900 to the 21st of February 1901,
8062,,,,between the ages of 15 and 75,
8063,,,,November,Hassan
8064,Europe,,,the 11th of November 1606,Ahmed
8065,Lorraine,,,July,
8066,Kilia,,,November,Dniester
8067,,,,November 1772,
8068,London,,,the 22nd of March 1829,
8069,the Black Sea,,,the 3rd of January,Sinope
8070,Asia Minor,,,November,
8071,Turkey,,,November 1901,Mitylene
8072,Vienna,,,November 14,Hollabriinn
8073,,,,three days,Wrede
8074,Warsaw,,,the 2nd of November,
8075,IV,,,the 30th of November,
8076,,,night,the 26th November,
8077,Egypt,,,about the 2nd of November,
8078,,,,the 5th of November,
8079,,,,the 1st of November 1906,
8080,,,,"November 28, 1876",
8081,,,,November 1657,
8082,,,,the 28th of November 1879,
8083,Edinburgh,,,the 13th of November 1850,Howard Place
8084,Vailima,,,November 1890,
8085,Lake Superior,,,all other months,Duluth
8086,,,,every four years,
8087,Great Britain,,,1763,
8088,Great Britain,,,the 21st of November 1806,
8089,Valladolid,,,the 8th of January 1808,Dupont de l'Etang
8090,Wellington,,,November 1812,Ciudad Rodrigo
8091,Nivelle,,the night of the 9th of November 1813,,Maya
8092,Wellington,,,the 10th of November 1813,
8093,Pannonia,,,17th of November 375,Justina
8094,Md.,,,the 22nd of March 1820,James Barron
8095,,,,the 22nd of November 1784,
8096,Netherlands,,,the 3rd of December,
8097,Massachusetts,,,the 15th of November 1787,Richard Henry Dana
8098,Trier,,,the 6th of November,
8099,Hussites,,,November 1419,Wenceslaus
8100,,,,the 13th of November,
8101,,,,yearly,
8102,London,,,the 8th of November 1860,
8103,Charleston,,,the 2nd of November 1828,
8104,London,,,1618,
8105,,,,the 3rd of November 1643,
8106,Dresden,,,the 17th of November 1835,
8107,the Roman Inquisition,,,January 1897,John v.
8108,,,,the 21st of November 1907,
8109,,,,the 25th of January 1885,St Cyprian
8110,Algiers,,,the 26th of November 1892,
8111,,,,November and December 1668,Christopher Wren
8112,,,,the 6th of November 1904,
8113,,,,November 1680,
8114,Orange,,,the 5th of November 1688,William
8115,,,,1896,
8116,,,,1862,
8117,Prussia,,,"November 29th, 1850",Frederick William
8118,,,,the 4th of November 1678,
8119,,,,November 1857,
8120,,,a few hours,November 1865,
8121,Mahrattas,,,the 28th of November 1803,
8122,,,,the 3rd of August 1869,
8123,,,,June 1900,
8124,,,,November 16J5,
8125,Lagrange,,,the 6th of November 1766,
8126,Bhuj,,,November 1815,Bharmulji
8127,,,,November 1813,Alexander I.
8128,Szapary,,,November 1892,Wekerle
8129,,,,March - June,
8130,Goyaz,,,November to April,Matto Grosso
8131,Brazil,,,15th November 1889,
8132,,,,the 24th of February 1891,
8133,Brazil,,,the 29th of November 1807,Donna Maria I.
8134,France,,,November,Andradas
8135,Brazil,,,November 1823,Ceara
8136,,,,November 1889,
8137,Portugal,,,the 14th of November 1889,
8138,,,,the 15th of November 1894,Floriano Peixoto
8139,,,,the 23rd of November 1891,Floriano Peixoto
8140,Rio Bay,,,November,Saldanha da Gama
8141,Dr,,,the 15th of November 1894,Prudente de Moraes Barros
8142,Sao Paulo,,,the 15th of November 1898,
8143,,,,the 15th of November 1898,Campos Salles
8144,,,,the 17th of November 1903,
8145,,,,November of the same year,Leroux
8146,L'Orient,,,the 2nd of November 1754,
8147,,,,November 1883,
8148,Normandy,,,the 3rd of November 1083,William II
8149,Va,,,the 9th of November 1899,
8150,,,,the 3rd of March 1817,Madison
8151,,,,November 1860,
8152,Rochdale,,,November 1864,
8153,,,,November 1820,Joseph Banks
8154,,,,the 23rd of November 1760,Lloyd Kenyon
8155,,,only taking eight minutes,17th to 22nd of November,
8156,,,,the end of May,
8157,Magyar,,,the 7th of November 1491,
8158,,,,November the same year,Szekesfehervar
8159,Vienna,,,November 1606,
8160,Hungary,,,the 16th of November 1608,Archduke Matthias
8161,,,,the i 5th of November to Kremsier,
8162,Austria,,,the 17th of February 1899,
8163,,,,the 3rd of November 1903,Istvan Tisza
8164,,,,the 26th of November 1905,Joszef Kristoffy
8165,,,,"November 11, 1908",Andrassy
8166,Kossuth,,,46,Mr de Justh
8167,,,,the first eighteen years,
8168,earth,,,1786,
8169,Luxembourg,,,the 10th of November 1630,
8170,,,,the 22nd of November,
8171,,,,midnight of the 19th of November 1740,
8172,,,,the 24th of November 1659,
8173,Giolitti,,,May 1906,Sonnino
8174,Edinburgh,,,the 14th of November 1844,
8175,Tennessee,the Civil War,,November and December of that year,Bull Run
8176,,,,the 13th of November 1867,
8177,,,,the 12th of November 1667,
8178,Drakensberg,,,November 1838,Gert Maritz
8179,Rustenburg,,,November 1858,Postma
8180,,,,November 1879,
8181,Boers,,,November,
8182,,,,November 1883,
8183,,,,November 1895,
8184,,,,November,
8185,,,,the 22nd of November,Cape Town
8186,,,,the 30th of November,
8187,South Africa,,,November,Lord Roberts
8188,,,,the 6th of November,
8189,,,,the 16th of November,
8190,Lindley,,,November,
8191,,,,November of 1901,
8192,Johannesburg,,,November,De la Rey
8193,,,,the 24th of November 1803,Thomas Young
8194,,,,November 1900,
8195,Rome,,,July 1268,Charles
8196,,,,"November 5, 1688",William
8197,Left,,,November 1876,
8198,,,,the 7th of November 680 to the 16th of September 681,
8199,,,,15th November 1848,Pius IX
8200,,,,the 6th of November 1876,
8201,,,,the 24th of November 1859,
8202,,,,"the, 8th of November",
8203,Paris,,,November 1831,
8204,Stirling,,,the 23rd of November,Henry
8205,,,,four or five months,Asquith
8206,,,the night of the 13th of November,the 13th of February,Colston
8207,,,,the 3rd of November 1887,
8208,,,,the spring of 1724,
8209,,,,the 14th of November 1522,
8210,,,,the 18th of November 1785,
8211,,,,the 17th of November 1558,Mary
8212,,,,November,
8213,,,,November 1906,Gomme
8214,the Grey Friars,,,November 1538,
8215,,,,November,Cape Town
8216,,,,November 1837,Natal
8217,,,,April 1889,St Helena
8218,,,,March 1909,
8219,Louis,,,November 1819,
8220,,,,November 1873,
8221,Leipzig,,,the 25th of November 1884,
8222,,,,November,
8223,Rangoon,,,the 9th of November,
8224,,,,the 14th of November 1885,
8225,,,,the 26th of November,
8226,Bombay,,,next day,
8227,Ethelstan,,,the 12th of November,
8228,,,,the 1st of January 1894,
8229,,,,the 24th of November 1791,
8230,Clermont,,,November 1095,
8231,,,,the middle of November,
8232,Bianchi,,,1302,Dante
8233,,,,the 8th of November 1494,Charles
8234,,,,the 17th of November,Charles
8235,,,,the 28th of November,Charles
8236,,the Civil War,,November 1863,
8237,,,,the 9th of November,Chamberlain
8238,Brussels,,,the 19th of December 1907,
8239,London,,,the 2nd of March 1641,
8240,Cornwall,,,the 7th of November 1648,Prynne
8241,,,,November,Prynne
8242,Clarendon,,,November of the same year,Mordaunt
8243,Germany,,,November,
8244,Austria,,,the 29th of November 187.9,Maria Christina
8245,,,,the 24th of November 1885,
8246,Mass.,,,1830,Leonard Woods
8247,Paris,,,three days later,John
8248,,,,the year,
8249,Siberia,,,the 12th of November 1729,
8250,,,,the 29th of July 1882 to the 21st of February 1883,
8251,Fredericksburg,,,the 29th of November,Meade
8252,Philadelphia,,,"the 6th of November, 1872",
8253,Paris,,,the 16th of November 1820,
8254,,,,1833,William IV
8255,,,,1874,Jules Taschereau
8256,,,,the middle of November,Gore
8257,Saint Denis,,several hours,,
8258,Honduras,,,November 1859,
8259,Zelaya,,,the 10th of November 1894,
8260,,,,November 1862,Gideon Welles
8261,London,,,the 29th of November,
8262,,,,1834,Kidd
8263,,,,November to April,
8264,,,,the 15th of November 1532,Pizarro
8265,Cuzco,,,November,Pizarro
8266,Cuzco,,,the 26th of April 1538,Almagro
8267,Lima,,,the 26th of November 1569,Don Francisco de Toledo
8268,,,,November to March,
8269,,,,November 1833,
8270,,,,November,
8271,,,,the 27th of November 1872,
8272,,,,November 1746,Pepperrell
8273,,,,(c. 1400,St Catherine Audley
8274,Rome,,,November,
8275,Windsor,,,the 27th of November 1807,
8276,Banff,,,November 1906,Macduff
8277,Missouri,,,the 7th of November,
8278,,,,this day,
8279,,,,November 1878,
8280,,,,the 17th of November 1494,Charles entered Florence
8281,,,,the 24th of November,
8282,Edinburgh,,,the 26th of November,Robison
8283,,,,November,
8284,,,,"November 28, 1893",
8285,East Greenwich,,,"November 21-23, 1842",Freeman
8286,Providence,,,the 1st of January 1901,
8287,,,,the 19th of November 1850,Tennyson
8288,Wellington,,,November,Tennyson
8289,,,,the 10th of November 1834,
8290,,,,the 29th of November,
8291,,,,November,
8292,,,,the 1st of November,
8293,,,,November,
8294,,,,November,
8295,Zurich,,,the 12th of November 1562,Jewel
8296,,,,November to March,
8297,,,,November,
8298,New York,,,the 11th of November 1906,
8299,,,,early years,Jerome
8300,,,,winter,
8301,Albany,,,the 18th of November 1804,
8302,,,,March,
8303,Paris,,,December,
8304,,,,December holiday,Kris
8305,,,,December,
8306,,,,midsummer,Kew
8307,Habsburg,,,December 1282,Rudolph
8308,Utrecht,,,five years later,
8309,,,,the 26th of December 1662,Charles
8310,,,,December,
8311,,,,the 11th of December 1822,Casimir Dudevant
8312,,,,December 1747,
8313,,,,December,
8314,,,,1861,
8315,,,,December 1270,
8316,,,,the 21st of December,Baratieri
8317,Holland,,,November - December 1809,
8318,,,,the 12th of December 1842,
8319,the Gulf of Carpentaria,,,December to March,
8320,New Hebrides,,,the 21st of December 1605,Espiritu Santo
8321,New Zealand,,,the 13th of December of the same year,
8322,the Cape York Peninsula,,,December 1873,Johnstone
8323,,,,August to December 1799,
8324,Delamalle,,,the 21st of December,Mlle Agathe
8325,,,,the 7th of December 1894,
8326,,,,the 8th of December 1864,
8327,,,,"December 4, 1563",Philip
8328,Brussels,,,six terrible years,
8329,Leipzig,,,the beginning of the Reformation,
8330,Ulm,,,October 28,
8331,,,,December 1282,Cwm Llewellyn
8332,,,,the 10th of December,
8333,,,,January,
8334,,,,annual,Strode
8335,Lincolnshire,,,1643,
8336,England,,,three years,Scots
8337,,,,the end of December,Charles
8338,,,,the 12th of December,
8339,Algiers,,,the 4th of April 1655,Blake
8340,the West Indies,,,December 16,Venables
8341,Brest,,,the 15th of December 1796,
8342,,,,the 28th of December 1622,
8343,South Foreland,,,a year,Marconi
8344,,,,the three years ending 31st of December 1911,
8345,Paris,,,the 11th of December 1895,
8346,,,,February 1901,
8347,,,,6044,
8348,,,,December of the same year,
8349,Dalmatia,,,"December 2, 1805",Austria
8350,Piedmont,,,December,
8351,France,,,December 1866,
8352,,,,December 1871,
8353,,,,the 22nd of December 1873,
8354,,,,the 14th of December 1877,
8355,,,,December 1877,
8356,Cairoli,,,July 1879,Nicotera
8357,,,,6th to 9th December,
8358,Italy,,,December 1884,Signor Giulietti
8359,Massawa,,,the 25th of December 1887,John
8360,Great Britain,,,December 1889,
8361,Austria,,,the 31st of December 1887,Count Robilant
8362,,,,December,Crispi
8363,Bath Agos,,,December 1894,Toselli
8364,Bath-Agos,,,the 25th of December 1897,Kassala
8365,Austria,,,December 1898,Luccheni
8366,Italy,,,December,Casana
8367,Regensburg,,,the 13th of December 1272,
8368,,,,December 1676,
8369,Danby,,,the 10th of December 1678,
8370,,,,three weeks later,
8371,London,,,the 26th of December,William
8372,France,,,December of the same year,William Pitt
8373,condottieri,,,"December 31,1502",Vitelli
8374,the United States of America,,,"December 24, 1814",
8375,,,,the 26th of December 1076,
8376,,,,1710,St Paul's
8377,France,,,December 1553,Albert
8378,Australia,,,December 1605,del Espiritu Santo
8379,,,,the 31st of December 1,James Lancaster
8380,Yemen,,,December 1762,Sana
8381,,,,December 1771,
8382,Bering Island,,,the 8th of December 1741,Dane
8383,,,,December,
8384,Scotland,,,1563,Christopher Thorssen
8385,,,,December,
8386,France,,,the 18th of January 1564,Elizabeth
8387,Dunbar,,,December,Bothwell
8388,,,,December 1854,
8389,,,,December 1862,
8390,New Hampshire,,,December 1774,Mary
8391,,,,forty-eighth year,
8392,Laleham,,,December 1827,
8393,,,,the 2nd of December 1841,
8394,Killyleagh,,,the 3rd of December 1866,Down
8395,Mantuan,,,December 1466,Goito
8396,France,,,January 1562,Orleans
8397,,,,April 1908,Asquith
8398,,,,December 1826,Thomas Turton
8399,,,,December to March,
8400,,,,the 18th of December 1754,
8401,,,,the 29th of December 1898,
8402,Black Sea,,,about December the 10th,
8403,Russia,,,the 21st of December 1908,
8404,Shilka,,,2710,Lake Baikal
8405,,,,the 1st of December 1825,
8406,,,,the 30th of December 1909,
8407,Africa,,,"the five years ending December 31st, 1907",
8408,,,,"November 27th, 1552",
8409,Studien,,,December 1907,
8410,Nashville,,,December 1864,
8411,,,,December 1214,Frederick
8412,Mexico,,,the 6th of December 1843,
8413,,,,December 1856,Charles V.
8414,Hampshire,,an hour,"December 23, 1762",
8415,,,,May 1877,
8416,Westcott,,,the 21st of December 1889,
8417,Auvergne,,,1562,
8418,,,,the 31st of December 1908,
8419,,,,December 1862,Washoe
8420,,,,December 1877,
8421,,,,December 1882,
8422,Eleusis,,,December,Poseideon
8423,N.s.,,,1620,William Bradford
8424,,,,the 6th of December,Stafford
8425,Ulm,,,the 10th of December 1561,
8426,B.C.,,,the beginning of December,
8427,Etowah,,,the 23rd of December 1863,
8428,,,,December 1893,
8429,,,,April to December,
8430,France,,,the 2nd of December 1851,Louis Napoleon
8431,,,,December 1906,
8432,Canea,,,the 21st of December,
8433,,,,the 10th of December,
8434,,,,the 27th of December 1641,David Hide
8435,,,,the 2nd of December 1892,
8436,Rankin,,,the 31st of December 1894,Holmes
8437,Memphis,,,1541,Hernando de Soto
8438,,,,the 1st of March 1817,
8439,,,,the 22nd of December 1891,
8440,North Carolina,,,2 1819 i 1888 and 1899,
8441,,,,December 1870,William Woods
8442,Baltimore,,,December,Wesley
8443,,,a few hours,December,Louis
8444,Ireland,,,the remaining years,
8445,Scotland,,,some years,
8446,,,,December 1852,
8447,Stanmore,,,the 14th of December 1860,
8448,,,,the second centennial anniversary,
8449,New England,,,the 19th of January 1830,Benton
8450,,,,the 29th of December 1837,Amos Durfee
8451,,,,August 1788,Pitt
8452,Nottingham,,,the 9th of December 1683,
8453,,,,the 21st of July 1796,Burns
8454,Upsala,,,the 31st of December 1900,
8455,,,,January,
8456,,,,eighty-four,
8457,,,,the 13th of December 1819,
8458,,,,February,
8459,,,,the 2nd of December 1804,Pius VII.
8460,Italy,,,26th of December 1805,
8461,Great Britain,,,the 1st of December 1807,
8462,Italy,,,December 1807,
8463,Great Britain,,,,
8464,Madrid,,,December,
8465,France,,,the 16th of December,Stein
8466,Canton Valais,,,December 1810,
8467,Beresina,,,the 5th of December,
8468,,,,December 1793,Danton
8469,Brissot,,,the 29th of December 1790,Robespierre
8470,,,,the 31st of December 1583,
8471,Massachusetts,,,the 22nd of December,William Bradford
8472,Moscow,,,the 10th of December,Charles
8473,Fredriksten,,,December,Charles
8474,,,,the 31st of December 1906,
8475,,,a few hours,the 15th of December 1072,Alp Arslan
8476,England,,,a period of weeks,
8477,,,,the 19th of December 1683,
8478,,,,December of the same year,Elizabeth Farnese
8479,Kingston,,,December,John Macdonald
8480,Westminster,,,December,
8481,,,,December 1892,Silvela
8482,the United States,,,December 1898,
8483,,,,the second half of May,
8484,north Africa,,,December of the same year,Diospolis
8485,America,,every morning,daily,
8486,Leiden,,,the 10th of December 1891,
8487,Nuremberg,,,the 31st of December 1902,
8488,Kwang,,,December of the same year,
8489,Hungary,,,the 23rd of December,Lorraine
8490,Vezelay,,,next year,Richard I.
8491,Mansura,,,December 1249,
8492,,,,10th of December 1870,Beaugency
8493,South Africa,,,December of the same year,Aliwal North
8494,,,,December,
8495,D.C.,,,the 18th of December 1865,
8496,France,,,December 1799,Cambaceres
8497,Milwaukee River,,,the middle of March,
8498,Utrecht,,,the 3rd of December 1491,
8499,,,,December 1 795,
8500,America,,,July 1815,
8501,Henry,,,29th December 1170,
8502,Vienna,,,the 18th of December 1847,
8503,Loyola,,,the 24th of December 1491,Onaz
8504,Rome,,,the 25th of December 1538,
8505,,,,March,
8506,,,,the 28th of December 1641,
8507,,,,the 3rd of December 1849,
8508,,,,1776,
8509,Seathwaite,,,"November, December and January and September",
8510,,,,the 9th of December 1886,Leo XIII
8511,India,,,February 1856,
8512,Neva,,,the next latest December 26th,
8513,Sweden,,,the 31st of December 1679,
8514,,,,December 1744,Pelham
8515,,,,the 27th of December 1350,
8516,Louis,,,December 838,Charles
8517,Rome,,,the 31st of December,Charles
8518,,,,the 28th of December 1885,Bhamo
8519,Myitkyina,,,December 1892,Sima
8520,Myitkyina,,,December 1892,
8521,Mogaung,,,December 1895,
8522,,,,September,
8523,,,,the age of a year and ten months,
8524,Paris,,,1894,Antoine Henri Becquerel
8525,133rd,,,the 3rd of December 1855 to the 2nd of February 1856,
8526,,,,18th December 1431,Bologna
8527,,,,October - December,
8528,African Rifles,,,May Wars with 1902,Nyasa- Abdullah
8529,Springfield,,,December 1839,
8530,Benevento,,,a few weeks later,
8531,,,,"Seven years later, 19th December 1853",Pius IX
8532,Manitoba,,,December 1897,
8533,,,,the 10th of December 1836,
8534,Chile,,,December 1814,
8535,Languedoc,,,December 1537,Francis I.
8536,the Coelian Hill,,,the 10th of December 1538,St Stephen
8537,Arran,,,December 1542,Hamilton
8538,Westminster Abbey,,,December,Henry VI
8539,,,,six weeks,
8540,Glasgow,,,the 24th of December 1872,
8541,,,,the 21st of December 1827,
8542,Wales,,,the 7th of December,Joseph Tarn - a
8543,Johannesburg,,,December 1903,
8544,the United States,,,the 20th of December,
8545,,,,February 1863,Lincoln
8546,Cuba,,,December,
8547,the United States,,,the 10th of December,
8548,,,,the 28th of July 1906.1,
8549,,,,the 14th of February 1878,Abd-ul-Hamid
8550,,,,between the ages of 15 and 75,
8551,,,,December 1861,
8552,,,,December 1887,"T87,823"
8553,Cephalonia,,,the 24th of December 1502,
8554,Great Britain,,,the 5th of January 1799,
8555,Russia,,,the 27th of December 1806,
8556,St Petersburg,,,1841,
8557,Austria,,,December 1855,Alexander II
8558,,,,the 9th of December 1877,Osman Pasha
8559,Turkey,,,December 1881,
8560,Turkey,,,December 1905,Mytilene
8561,,,,the 28th of December 1909,Pasha
8562,Cretan,,,the end of December 1909,
8563,,,,the 23rd of December,
8564,Paris,,,the following year,
8565,Konigsberg,,,the 9th of December,Wrede
8566,Spain,,,the 12th of December,
8567,,,,December,Weimar
8568,,,,the 3rd of December 1823,Benin
8569,Rotterdam,,,the 28th of December 1706,
8570,,,,December 1795,Louis XVI
8571,,,,January 1823,
8572,,,,a month,
8573,San Francisco,,,December,Stevenson
8574,Vailima,,,the 3rd of December 1894,
8575,Lake Superior,,,all other months,Duluth
8576,,,,the 31st of December 1908,
8577,,,,the 26th of December 1862,
8578,,,,the 20th of December 1877,
8579,Gisors,,,the thirty-sixth year,
8580,Rueda east,,,the 13th of December,Toro
8581,Mayorga,,,the 10th of December ',
8582,Benevente,,,Dec. 28,Moore
8583,,,,the 1st of January 1809,Astorga
8584,Cadiz,,,December 181r,Tarifa
8585,Villefranque,,,1813,Cambo
8586,,,the morning of the 10th of December,,
8587,,,,Dec. 10-13,
8588,,,,December,
8589,Philadelphia,,,the 1st of December 1864,
8590,,,,the 14th of December 1756,Alexander Carlyle
8591,Netherlands,,,the 3rd of December,
8592,Great Britain,,,December 1780,John Adams
8593,,,,June 1837,
8594,,,,the 21st of December 1790,
8595,,,midnight,the 6th of December 1741,Peter Shuvalov
8596,,,,December 1829,Van Buren
8597,Paris,,,the 23rd of December 1907,
8598,Loisy,,,the 23rd of December,Autour d'un
8599,,,,three years before,Richard
8600,,,,November and December 1668,Christopher Wren
8601,,,,the summer of 1885,
